disease_id,symptom_id,weight,confidence_score,symptom_severity_weight,evidence_count,source_count
dis_04195,sym_00464,2.7525,0.5505,5,942,2
dis_04195,sym_00475,1.5009,0.5003,3,856,2
dis_04198,sym_00157,1.7142,0.5714,3,36,1
dis_04198,sym_00172,1.5714,0.5238,3,33,1
dis_04198,sym_00173,1.7142,0.5714,3,36,1
dis_04198,sym_00174,2.1429,0.7143,3,45,1
dis_04198,sym_00235,1.9047,0.6349,3,40,1
dis_04198,sym_00294,2.2857,0.7619,3,48,1
dis_04199,sym_00084,3.0,1.0,3,11,1
dis_04199,sym_00091,3.0,1.0,3,11,1
dis_04203,sym_00238,3.0,1.0,3,5,1
dis_04203,sym_00420,2.4,0.8,3,4,1
dis_04203,sym_00436,2.4,0.8,3,4,1
dis_04208,sym_00120,3.0,1.0,3,9,1
dis_04208,sym_00473,2.6667,0.8889,3,8,1
dis_04214,sym_00008,2.8332,0.9444,3,17,1
dis_04214,sym_00099,3.0,1.0,3,18,1
dis_04214,sym_00270,2.1666,0.7222,3,13,1
dis_04214,sym_00284,2.1666,0.7222,3,13,1
dis_04214,sym_00385,2.1666,0.7222,3,13,1
dis_04215,sym_00080,2.9332,0.7333,4,11,1
dis_04215,sym_00086,2.0001,0.6667,3,10,1
dis_04215,sym_00145,1.5999,0.5333,3,8,1
dis_04215,sym_00205,2.6001,0.8667,3,13,1
dis_04216,sym_00119,2.4999,0.8333,3,30,1
dis_04216,sym_00176,1.5,0.5,3,18,1
dis_04216,sym_00368,1.5834,0.5278,3,19,1
dis_04216,sym_00373,3.3332,0.8333,4,30,1
dis_04219,sym_00035,1.4445,0.4815,3,1174,2
dis_04219,sym_00053,1.5087,0.5029,3,1226,2
dis_04219,sym_00165,1.5357,0.5119,3,1248,2
dis_04219,sym_00207,1.5726,0.5242,3,1278,2
dis_04219,sym_00261,1.5087,0.5029,3,1226,2
dis_04219,sym_00314,1.4814,0.4938,3,1204,2
dis_04219,sym_00322,1.4151,0.4717,3,1150,2
dis_04219,sym_00362,1.4421,0.4807,3,1172,2
dis_04219,sym_00370,1.4988,0.4996,3,1218,2
dis_04219,sym_00380,1.5504,0.5168,3,1260,2
dis_04219,sym_00416,1.5111,0.5037,3,1228,2
dis_04219,sym_00430,1.5456,0.5152,3,1256,2
dis_04240,sym_00006,2.3478,0.7826,3,72,1
dis_04240,sym_00029,1.6956,0.5652,3,52,1
dis_04240,sym_00172,1.5651,0.5217,3,48,1
dis_04240,sym_00174,1.4673,0.4891,3,45,1
dis_04240,sym_00376,1.4673,0.4891,3,45,1
dis_04240,sym_00479,1.5651,0.5217,3,48,1
dis_04240,sym_00481,1.761,0.587,3,54,1
dis_04257,sym_00097,1.2,0.4,3,4,1
dis_04257,sym_00195,2.7,0.9,3,9,1
dis_04257,sym_00387,1.8,0.6,3,6,1
dis_04257,sym_00392,1.8,0.6,3,6,1
dis_04260,sym_00003,2.0751,0.6917,3,166,1
dis_04260,sym_00031,2.025,0.675,3,162,1
dis_04260,sym_00159,1.5249,0.5083,3,122,1
dis_04260,sym_00240,2.3001,0.7667,3,184,1
dis_04260,sym_00242,1.5999,0.5333,3,128,1
dis_04260,sym_00243,2.0499,0.6833,3,164,1
dis_04260,sym_00244,1.5876,0.5292,3,127,1
dis_04261,sym_00029,1.4589,0.4863,3,836,2
dis_04261,sym_00035,1.5009,0.5003,3,860,2
dis_04261,sym_00184,1.5,0.5,3,859,2
dis_04261,sym_00227,1.5462,0.5154,3,886,2
dis_04261,sym_00242,1.485,0.495,3,851,2
dis_04261,sym_00252,1.5366,0.5122,3,881,2
dis_04261,sym_00255,1.5633,0.5211,3,896,2
dis_04261,sym_00262,1.5375,0.5125,3,881,2
dis_04261,sym_00292,2.6495,0.5299,5,911,2
dis_04261,sym_00319,1.5147,0.5049,3,868,2
dis_04261,sym_00376,1.9668,0.6556,3,1129,2
dis_04263,sym_00006,1.4949,0.4983,3,298,1
dis_04263,sym_00089,1.5201,0.5067,3,303,1
dis_04263,sym_00090,1.4046,0.4682,3,280,1
dis_04263,sym_00091,1.4901,0.4967,3,297,1
dis_04263,sym_00097,1.5099,0.5033,3,301,1
dis_04263,sym_00103,1.4901,0.4967,3,297,1
dis_04263,sym_00154,1.5099,0.5033,3,301,1
dis_04263,sym_00190,1.5351,0.5117,3,306,1
dis_04263,sym_00337,1.6002,0.5334,3,319,1
dis_04263,sym_00400,2.2827,0.7609,3,455,1
dis_04264,sym_00006,1.416,0.472,3,160,1
dis_04264,sym_00089,1.5576,0.5192,3,176,1
dis_04264,sym_00091,2.0619,0.6873,3,233,1
dis_04264,sym_00103,1.4955,0.4985,3,169,1
dis_04264,sym_00154,1.5486,0.5162,3,175,1
dis_04264,sym_00190,2.0088,0.6696,3,227,1
dis_04264,sym_00204,2.3097,0.7699,3,261,1
dis_04264,sym_00337,1.416,0.472,3,160,1
dis_04267,sym_00035,3.0,1.0,3,120,1
dis_04267,sym_00069,2.85,0.95,3,114,1
dis_04267,sym_00140,3.8,0.95,4,114,1
dis_04267,sym_00176,3.0,1.0,3,120,1
dis_04267,sym_00181,6.65,0.95,7,114,1
dis_04267,sym_00227,2.85,0.95,3,114,1
dis_04267,sym_00250,4.0,1.0,4,120,1
dis_04267,sym_00267,5.7,0.95,6,114,1
dis_04267,sym_00282,1.9,0.95,2,114,1
dis_04267,sym_00289,5.0,1.0,5,120,1
dis_04267,sym_00302,4.0,1.0,4,120,1
dis_04267,sym_00355,2.85,0.95,3,114,1
dis_04267,sym_00395,2.85,0.95,3,114,1
dis_04267,sym_00464,4.75,0.95,5,114,1
dis_04268,sym_00405,3.0,1.0,3,3,1
dis_04268,sym_00479,3.0,1.0,3,3,1
dis_04272,sym_00112,1.5291,0.5097,3,1208,2
dis_04272,sym_00136,1.5672,0.5224,3,1238,2
dis_04272,sym_00169,1.5468,0.5156,3,1222,2
dis_04272,sym_00226,1.5012,0.5004,3,1186,2
dis_04272,sym_00277,1.5366,0.5122,3,1214,2
dis_04272,sym_00294,1.4961,0.4987,3,1182,2
dis_04272,sym_00308,1.5189,0.5063,3,1200,2
dis_04272,sym_00327,1.557,0.519,3,1230,2
dis_04272,sym_00361,2.5905,0.5181,5,1228,2
dis_04272,sym_00386,1.4634,0.4878,3,1156,2
dis_04272,sym_00396,1.443,0.481,3,1140,2
dis_04272,sym_00447,1.524,0.508,3,1204,2
dis_04278,sym_00011,1.5657,0.5219,3,909,2
dis_04278,sym_00025,1.4514,0.4838,3,843,2
dis_04278,sym_00089,1.5348,0.5116,3,891,2
dis_04278,sym_00090,1.5159,0.5053,3,880,2
dis_04278,sym_00091,1.4673,0.4891,3,852,2
dis_04278,sym_00103,1.9056,0.6352,3,1108,2
dis_04278,sym_00108,1.5417,0.5139,3,895,2
dis_04278,sym_00122,1.4946,0.4982,3,868,2
dis_04278,sym_00190,1.5546,0.5182,3,903,2
dis_04278,sym_00204,1.5141,0.5047,3,879,2
dis_04278,sym_00437,1.5567,0.5189,3,904,2
dis_04280,sym_00003,1.5405,0.5135,3,229,1
dis_04280,sym_00014,2.0046,0.6682,3,298,1
dis_04280,sym_00209,1.5336,0.5112,3,228,1
dis_04280,sym_00238,2.3073,0.7691,3,343,1
dis_04280,sym_00384,1.5942,0.5314,3,237,1
dis_04280,sym_00387,1.5336,0.5112,3,228,1
dis_04280,sym_00388,1.5741,0.5247,3,234,1
dis_04280,sym_00395,1.6008,0.5336,3,238,1
dis_04280,sym_00396,1.5135,0.5045,3,225,1
dis_04292,sym_00023,1.491,0.497,3,863,2
dis_04292,sym_00089,1.5243,0.5081,3,882,2
dis_04292,sym_00091,1.4724,0.4908,3,852,2
dis_04292,sym_00097,1.4982,0.4994,3,867,2
dis_04292,sym_00141,1.5327,0.5109,3,887,2
dis_04292,sym_00190,1.5348,0.5116,3,888,2
dis_04292,sym_00238,1.4742,0.4914,3,853,2
dis_04292,sym_00301,1.5417,0.5139,3,892,2
dis_04292,sym_00361,3.3255,0.6651,5,1156,2
dis_04292,sym_00368,1.5309,0.5103,3,886,2
dis_04292,sym_00437,1.5546,0.5182,3,900,2
dis_04294,sym_00005,1.5321,0.5107,3,310,1
dis_04294,sym_00016,1.5075,0.5025,3,305,1
dis_04294,sym_00026,1.4826,0.4942,3,300,1
dis_04294,sym_00136,2.2338,0.7446,3,452,1
dis_04294,sym_00176,1.5372,0.5124,3,311,1
dis_04294,sym_00288,2.438,0.4876,5,296,1
dis_04294,sym_00299,1.5765,0.5255,3,319,1
dis_04294,sym_00313,1.5519,0.5173,3,314,1
dis_04294,sym_00373,2.0496,0.5124,4,311,1
dis_04294,sym_00405,1.3641,0.4547,3,276,1
dis_04298,sym_00105,4.0,1.0,4,12,1
dis_04298,sym_00120,2.4999,0.8333,3,10,1
dis_04300,sym_00055,4.75,0.95,5,114,1
dis_04300,sym_00125,3.8,0.95,4,114,1
dis_04300,sym_00140,3.8,0.95,4,114,1
dis_04300,sym_00196,5.0,1.0,5,120,1
dis_04300,sym_00212,4.75,0.95,5,114,1
dis_04300,sym_00246,1.9,0.95,2,114,1
dis_04300,sym_00300,3.8,0.95,4,114,1
dis_04300,sym_00330,4.0,1.0,4,120,1
dis_04300,sym_00361,4.75,0.95,5,114,1
dis_04300,sym_00438,3.0,1.0,3,1,1
dis_04300,sym_00473,3.0,1.0,3,1,1
dis_04300,sym_00474,2.85,0.95,3,114,1
dis_04303,sym_00086,2.0148,0.6716,3,452,1
dis_04303,sym_00091,1.4577,0.4859,3,327,1
dis_04303,sym_00093,1.5156,0.5052,3,340,1
dis_04303,sym_00152,1.5291,0.5097,3,343,1
dis_04303,sym_00165,2.037,0.679,3,457,1
dis_04303,sym_00289,2.7045,0.5409,5,364,1
dis_04303,sym_00370,1.5291,0.5097,3,343,1
dis_04303,sym_00371,1.5246,0.5082,3,342,1
dis_04303,sym_00464,2.5335,0.5067,5,341,1
dis_04303,sym_00470,1.4844,0.4948,3,333,1
dis_04304,sym_00052,3.0,1.0,3,2,1
dis_04304,sym_00194,3.0,1.0,3,2,1
dis_04308,sym_00157,1.4934,0.4978,3,225,1
dis_04308,sym_00158,2.031,0.677,3,306,1
dis_04308,sym_00159,1.4934,0.4978,3,225,1
dis_04308,sym_00242,1.5132,0.5044,3,228,1
dis_04308,sym_00252,1.4535,0.4845,3,219,1
dis_04308,sym_00266,2.3295,0.7765,3,351,1
dis_04308,sym_00319,1.5066,0.5022,3,227,1
dis_04308,sym_00337,1.4271,0.4757,3,215,1
dis_04308,sym_00387,1.5333,0.5111,3,231,1
dis_04309,sym_00008,2.2434,0.7478,3,341,1
dis_04309,sym_00099,1.5066,0.5022,3,229,1
dis_04309,sym_00106,1.533,0.511,3,233,1
dis_04309,sym_00161,2.1183,0.7061,3,322,1
dis_04309,sym_00216,1.5132,0.5044,3,230,1
dis_04309,sym_00239,1.4802,0.4934,3,225,1
dis_04309,sym_00307,1.4343,0.4781,3,218,1
dis_04309,sym_00407,1.4868,0.4956,3,226,1
dis_04309,sym_00431,1.5132,0.5044,3,230,1
dis_04313,sym_00052,1.5087,0.5029,3,858,2
dis_04313,sym_00080,1.956,0.489,4,834,2
dis_04313,sym_00092,1.5708,0.5236,3,893,2
dis_04313,sym_00093,1.5642,0.5214,3,890,2
dis_04313,sym_00147,1.5609,0.5203,3,888,2
dis_04313,sym_00214,1.4685,0.4895,3,835,2
dis_04313,sym_00288,2.5855,0.5171,5,882,2
dis_04313,sym_00343,1.5231,0.5077,3,866,2
dis_04313,sym_00395,1.6104,0.5368,3,916,2
dis_04313,sym_00437,1.9632,0.6544,3,1118,2
dis_04313,sym_00464,2.5405,0.5081,5,867,2
dis_04331,sym_00054,4.75,0.95,5,114,1
dis_04331,sym_00076,3.8,0.95,4,114,1
dis_04331,sym_00215,5.7,0.95,6,114,1
dis_04331,sym_00303,4.75,0.95,5,114,1
dis_04331,sym_00306,5.7,0.95,6,114,1
dis_04332,sym_00018,1.2858,0.4286,3,9,1
dis_04332,sym_00020,1.857,0.619,3,13,1
dis_04332,sym_00120,2.8572,0.9524,3,20,1
dis_04332,sym_00157,1.5714,0.5238,3,11,1
dis_04333,sym_00029,1.5357,0.5119,3,43,1
dis_04333,sym_00030,1.857,0.619,3,52,1
dis_04333,sym_00090,1.4286,0.4762,3,40,1
dis_04333,sym_00116,1.2501,0.4167,3,35,1
dis_04333,sym_00118,1.9287,0.6429,3,54,1
dis_04333,sym_00214,1.893,0.631,3,53,1
dis_04333,sym_00479,1.5357,0.5119,3,43,1
dis_04334,sym_00097,2.3334,0.7778,3,14,1
dis_04334,sym_00172,1.6668,0.5556,3,10,1
dis_04334,sym_00173,2.0001,0.6667,3,12,1
dis_04334,sym_00174,1.3332,0.4444,3,8,1
dis_04334,sym_00479,1.1667,0.3889,3,7,1
dis_04335,sym_00119,2.8422,0.9474,3,18,1
dis_04335,sym_00157,1.4211,0.4737,3,9,1
dis_04335,sym_00464,5.0,1.0,5,19,1
dis_04336,sym_00011,3.0,1.0,3,6,1
dis_04336,sym_00184,2.0001,0.6667,3,4,1
dis_04336,sym_00242,2.4999,0.8333,3,5,1
dis_04337,sym_00233,3.0,1.0,3,3,1
dis_04337,sym_00234,2.0001,0.6667,3,2,1
dis_04337,sym_00235,2.0001,0.6667,3,2,1
dis_04338,sym_00233,3.0,1.0,3,3,1
dis_04338,sym_00234,3.0,1.0,3,3,1
dis_04338,sym_00235,2.0001,0.6667,3,2,1
dis_04339,sym_00029,1.7343,0.5781,3,37,1
dis_04339,sym_00030,2.0625,0.6875,3,44,1
dis_04339,sym_00031,1.8282,0.6094,3,39,1
dis_04339,sym_00291,2.2968,0.7656,3,49,1
dis_04339,sym_00376,1.5468,0.5156,3,33,1
dis_04339,sym_00479,1.6407,0.5469,3,35,1
dis_04340,sym_00035,1.8159,0.6053,3,23,1
dis_04340,sym_00119,2.6841,0.8947,3,34,1
dis_04340,sym_00242,2.9211,0.9737,3,37,1
dis_04340,sym_00255,1.8159,0.6053,3,23,1
dis_04340,sym_00292,3.684,0.7368,5,28,1
dis_04341,sym_00029,1.8,0.6,3,27,1
dis_04341,sym_00090,2.1999,0.7333,3,33,1
dis_04341,sym_00119,2.5332,0.8444,3,38,1
dis_04341,sym_00172,2.5332,0.8444,3,38,1
dis_04345,sym_00025,2.0109,0.6703,3,61,1
dis_04345,sym_00038,2.5386,0.8462,3,77,1
dis_04345,sym_00091,1.6485,0.5495,3,50,1
dis_04345,sym_00103,2.3076,0.7692,3,70,1
dis_04345,sym_00122,2.1759,0.7253,3,66,1
dis_04353,sym_00052,1.4235,0.4745,3,1152,2
dis_04353,sym_00062,1.4727,0.4909,3,1192,2
dis_04353,sym_00069,1.4952,0.4984,3,1210,2
dis_04353,sym_00076,2.1056,0.5264,4,1278,2
dis_04353,sym_00093,1.5246,0.5082,3,1234,2
dis_04353,sym_00147,1.4727,0.4909,3,1192,2
dis_04353,sym_00261,1.5372,0.5124,3,1244,2
dis_04353,sym_00289,2.541,0.5082,5,1234,2
dis_04353,sym_00370,1.5519,0.5173,3,1256,2
dis_04353,sym_00380,1.4925,0.4975,3,1208,2
dis_04353,sym_00455,1.4235,0.4745,3,1152,2
dis_04353,sym_00464,2.496,0.4992,5,1212,2
dis_04354,sym_00052,1.4532,0.4844,3,326,1
dis_04354,sym_00093,1.5111,0.5037,3,339,1
dis_04354,sym_00177,1.4979,0.4993,3,336,1
dis_04354,sym_00261,1.5066,0.5022,3,338,1
dis_04354,sym_00273,1.4844,0.4948,3,333,1
dis_04354,sym_00289,3.4025,0.6805,5,458,1
dis_04354,sym_00353,2.0238,0.6746,3,454,1
dis_04354,sym_00370,1.5333,0.5111,3,344,1
dis_04354,sym_00455,1.5378,0.5126,3,345,1
dis_04354,sym_00464,2.4295,0.4859,5,327,1
dis_04366,sym_00080,2.0788,0.5197,4,66,1
dis_04366,sym_00086,1.5828,0.5276,3,67,1
dis_04366,sym_00097,2.7402,0.9134,3,116,1
dis_04366,sym_00238,1.7952,0.5984,3,76,1
dis_04366,sym_00288,3.5825,0.7165,5,91,1
dis_04366,sym_00368,1.5354,0.5118,3,65,1
dis_04369,sym_00011,1.5621,0.5207,3,314,1
dis_04369,sym_00023,1.6419,0.5473,3,330,1
dis_04369,sym_00025,1.428,0.476,3,287,1
dis_04369,sym_00089,1.4727,0.4909,3,296,1
dis_04369,sym_00090,1.4925,0.4975,3,300,1
dis_04369,sym_00091,1.4178,0.4726,3,285,1
dis_04369,sym_00108,1.6119,0.5373,3,324,1
dis_04369,sym_00190,1.4826,0.4942,3,298,1
dis_04369,sym_00402,2.2638,0.7546,3,455,1
dis_04369,sym_00417,1.5225,0.5075,3,306,1
dis_04370,sym_00006,1.7418,0.5806,3,36,1
dis_04370,sym_00025,2.3226,0.7742,3,48,1
dis_04370,sym_00089,1.4031,0.4677,3,29,1
dis_04370,sym_00090,2.613,0.871,3,54,1
dis_04370,sym_00108,1.7418,0.5806,3,36,1
dis_04370,sym_00190,1.9356,0.6452,3,40,1
dis_04371,sym_00011,1.6656,0.5552,3,156,1
dis_04371,sym_00089,1.6014,0.5338,3,150,1
dis_04371,sym_00090,1.6227,0.5409,3,152,1
dis_04371,sym_00091,1.548,0.516,3,145,1
dis_04371,sym_00108,1.6335,0.5445,3,153,1
dis_04371,sym_00122,1.644,0.548,3,154,1
dis_04371,sym_00141,2.37,0.79,3,222,1
dis_04371,sym_00190,1.4412,0.4804,3,135,1
dis_04371,sym_00371,1.5375,0.5125,3,144,1
dis_04372,sym_00011,1.5726,0.5242,3,173,1
dis_04372,sym_00025,2.1636,0.7212,3,238,1
dis_04372,sym_00091,1.5819,0.5273,3,174,1
dis_04372,sym_00108,1.5909,0.5303,3,175,1
dis_04372,sym_00145,2.0544,0.6848,3,226,1
dis_04372,sym_00190,2.2908,0.7636,3,252,1
dis_04372,sym_00317,2.1696,0.5424,4,179,1
dis_04372,sym_00373,2.194,0.5485,4,181,1
dis_04373,sym_00011,1.5051,0.5017,3,303,1
dis_04373,sym_00025,1.4553,0.4851,3,293,1
dis_04373,sym_00089,1.4703,0.4901,3,296,1
dis_04373,sym_00090,1.4652,0.4884,3,295,1
dis_04373,sym_00091,1.4205,0.4735,3,286,1
dis_04373,sym_00108,1.5945,0.5315,3,321,1
dis_04373,sym_00122,1.4553,0.4851,3,293,1
dis_04373,sym_00204,1.5546,0.5182,3,313,1
dis_04373,sym_00361,3.659,0.7318,5,442,1
dis_04373,sym_00437,1.6191,0.5397,3,326,1
dis_04374,sym_00011,2.1201,0.7067,3,147,1
dis_04374,sym_00090,1.5144,0.5048,3,105,1
dis_04374,sym_00091,1.572,0.524,3,109,1
dis_04374,sym_00108,1.6299,0.5433,3,113,1
dis_04374,sym_00248,2.3511,0.7837,3,163,1
dis_04374,sym_00397,1.572,0.524,3,109,1
dis_04374,sym_00400,1.947,0.649,3,135,1
dis_04375,sym_00002,3.6,0.9,4,108,1
dis_04375,sym_00003,1.5111,0.5037,3,866,2
dis_04375,sym_00016,1.5768,0.5256,3,904,2
dis_04375,sym_00064,5.4,0.9,6,108,1
dis_04375,sym_00105,2.0208,0.5052,4,869,2
dis_04375,sym_00176,1.5552,0.5184,3,892,2
dis_04375,sym_00217,0.95,0.95,1,114,1
dis_04375,sym_00219,1.4991,0.4997,3,860,2
dis_04375,sym_00289,3.367,0.6734,5,1160,2
dis_04375,sym_00327,1.5537,0.5179,3,891,2
dis_04375,sym_00373,1.9544,0.4886,4,841,2
dis_04375,sym_00395,1.9587,0.6529,3,1019,3
dis_04375,sym_00409,5.4,0.9,6,108,1
dis_04375,sym_00442,1.4532,0.4844,3,833,2
dis_04375,sym_00464,2.538,0.5076,5,873,2
dis_04376,sym_00025,2.106,0.702,3,179,1
dis_04376,sym_00069,1.5294,0.5098,3,130,1
dis_04376,sym_00090,2.2707,0.7569,3,193,1
dis_04376,sym_00105,2.6196,0.6549,4,167,1
dis_04376,sym_00289,2.4705,0.4941,5,126,1
dis_04376,sym_00370,2.1177,0.7059,3,180,1
dis_04376,sym_00464,2.6865,0.5373,5,137,1
dis_04378,sym_00008,1.5402,0.5134,3,442,1
dis_04378,sym_00099,1.6098,0.5366,3,462,1
dis_04378,sym_00106,1.4844,0.4948,3,426,1
dis_04378,sym_00131,1.6029,0.5343,3,460,1
dis_04378,sym_00161,2.0454,0.6818,3,587,1
dis_04378,sym_00216,1.5123,0.5041,3,434,1
dis_04378,sym_00239,1.5924,0.5308,3,457,1
dis_04378,sym_00307,1.6203,0.5401,3,465,1
dis_04378,sym_00407,1.5402,0.5134,3,442,1
dis_04378,sym_00431,1.5504,0.5168,3,445,1
dis_04378,sym_00476,1.4424,0.4808,3,414,1
dis_04387,sym_00232,2.25,0.75,3,3,1
dis_04387,sym_00289,3.75,0.75,5,3,1
dis_04387,sym_00464,5.0,1.0,5,4,1
dis_04404,sym_00003,2.0964,0.6988,3,58,1
dis_04404,sym_00014,1.9158,0.6386,3,53,1
dis_04404,sym_00165,2.5302,0.8434,3,70,1
dis_04404,sym_00387,1.6626,0.5542,3,46,1
dis_04404,sym_00395,1.7712,0.5904,3,49,1
dis_04412,sym_00025,1.551,0.517,3,258,1
dis_04412,sym_00090,1.5993,0.5331,3,266,1
dis_04412,sym_00091,1.527,0.509,3,254,1
dis_04412,sym_00103,1.569,0.523,3,261,1
dis_04412,sym_00122,2.0562,0.6854,3,342,1
dis_04412,sym_00204,1.557,0.519,3,259,1
dis_04412,sym_00253,2.0019,0.6673,3,333,1
dis_04412,sym_00400,1.491,0.497,3,248,1
dis_04412,sym_00437,1.9839,0.6613,3,330,1
dis_04428,sym_00043,1.4376,0.4792,3,827,2
dis_04428,sym_00080,1.9888,0.4972,4,858,2
dis_04428,sym_00098,1.4565,0.4855,3,838,2
dis_04428,sym_00112,1.5213,0.5071,3,875,2
dis_04428,sym_00150,1.4874,0.4958,3,856,2
dis_04428,sym_00288,2.4385,0.4877,5,842,2
dis_04428,sym_00329,1.5261,0.5087,3,878,2
dis_04428,sym_00343,1.5633,0.5211,3,899,2
dis_04428,sym_00345,1.9719,0.6573,3,1136,2
dis_04428,sym_00356,1.566,0.522,3,901,2
dis_04428,sym_00364,1.5918,0.5306,3,916,2
dis_04429,sym_00080,1.9352,0.4838,4,328,1
dis_04429,sym_00098,1.5132,0.5044,3,342,1
dis_04429,sym_00112,1.4601,0.4867,3,330,1
dis_04429,sym_00147,1.5045,0.5015,3,340,1
dis_04429,sym_00150,2.0796,0.6932,3,470,1
dis_04429,sym_00288,2.5075,0.5015,5,340,1
dis_04429,sym_00329,1.5663,0.5221,3,354,1
dis_04429,sym_00343,1.5045,0.5015,3,340,1
dis_04429,sym_00364,1.5618,0.5206,3,353,1
dis_04429,sym_00382,1.947,0.649,3,440,1
dis_04435,sym_00011,2.1195,0.7065,3,349,1
dis_04435,sym_00014,2.0283,0.6761,3,334,1
dis_04435,sym_00025,1.5486,0.5162,3,255,1
dis_04435,sym_00086,1.506,0.502,3,248,1
dis_04435,sym_00090,1.6215,0.5405,3,267,1
dis_04435,sym_00091,1.5303,0.5101,3,252,1
dis_04435,sym_00095,1.5849,0.5283,3,261,1
dis_04435,sym_00204,2.0649,0.6883,3,340,1
dis_04435,sym_00473,1.4394,0.4798,3,237,1
dis_04444,sym_00105,2.088,0.522,4,178,1
dis_04444,sym_00205,2.2521,0.7507,3,256,1
dis_04444,sym_00261,2.0412,0.6804,3,232,1
dis_04444,sym_00289,2.6395,0.5279,5,180,1
dis_04444,sym_00305,1.3989,0.4663,3,159,1
dis_04444,sym_00322,1.4691,0.4897,3,167,1
dis_04444,sym_00370,1.5837,0.5279,3,180,1
dis_04444,sym_00458,1.962,0.654,3,223,1
dis_04448,sym_00131,1.8159,0.6053,3,23,1
dis_04448,sym_00239,1.5,0.5,3,19,1
dis_04448,sym_00307,1.6578,0.5526,3,21,1
dis_04448,sym_00431,2.3685,0.7895,3,30,1
dis_04448,sym_00476,2.9211,0.9737,3,37,1
dis_04449,sym_00003,1.4913,0.4971,3,1200,2
dis_04449,sym_00014,1.5336,0.5112,3,1234,2
dis_04449,sym_00016,1.4937,0.4979,3,1202,2
dis_04449,sym_00080,1.9584,0.4896,4,1182,2
dis_04449,sym_00209,1.5138,0.5046,3,1218,2
dis_04449,sym_00219,1.5732,0.5244,3,1266,2
dis_04449,sym_00384,1.4838,0.4946,3,1194,2
dis_04449,sym_00386,1.4988,0.4996,3,1206,2
dis_04449,sym_00387,1.5384,0.5128,3,1238,2
dis_04449,sym_00395,1.5261,0.5087,3,1228,2
dis_04449,sym_00396,1.5285,0.5095,3,1230,2
dis_04449,sym_00468,1.521,0.507,3,1224,2
dis_04450,sym_00084,2.4999,0.8333,3,5,1
dis_04450,sym_00416,3.0,1.0,3,6,1
dis_04469,sym_00080,3.8708,0.9677,4,30,1
dis_04469,sym_00120,2.4195,0.8065,3,25,1
dis_04469,sym_00371,1.3548,0.4516,3,14,1
dis_04469,sym_00373,3.8708,0.9677,4,30,1
dis_04471,sym_00080,2.6668,0.6667,4,4,1
dis_04471,sym_00242,3.0,1.0,3,6,1
dis_04471,sym_00371,3.0,1.0,3,6,1
dis_04471,sym_00373,3.3332,0.8333,4,5,1
dis_04472,sym_00103,2.1384,0.7128,3,67,1
dis_04472,sym_00105,2.5956,0.6489,4,61,1
dis_04472,sym_00176,1.5,0.5,3,47,1
dis_04472,sym_00204,2.5533,0.8511,3,80,1
dis_04472,sym_00252,1.8831,0.6277,3,59,1
dis_04478,sym_00105,2.0724,0.5181,4,43,1
dis_04478,sym_00197,1.4457,0.4819,3,40,1
dis_04478,sym_00211,2.5662,0.8554,3,71,1
dis_04478,sym_00317,3.3736,0.8434,4,70,1
dis_04478,sym_00371,1.7349,0.5783,3,48,1
dis_04478,sym_00373,2.3616,0.5904,4,49,1
dis_04479,sym_00010,2.3865,0.7955,3,70,1
dis_04479,sym_00191,2.25,0.75,3,66,1
dis_04479,sym_00205,1.5342,0.5114,3,45,1
dis_04479,sym_00457,1.8069,0.6023,3,53,1
dis_04479,sym_00460,2.2158,0.7386,3,65,1
dis_04480,sym_00038,2.5101,0.8367,3,41,1
dis_04480,sym_00178,1.7754,0.5918,3,29,1
dis_04480,sym_00207,2.8776,0.9592,3,47,1
dis_04480,sym_00451,1.1634,0.3878,3,19,1
dis_04480,sym_00457,2.0205,0.6735,3,33,1
dis_04481,sym_00062,1.5951,0.5317,3,201,1
dis_04481,sym_00178,1.4604,0.4868,3,184,1
dis_04481,sym_00191,2.4048,0.8016,3,303,1
dis_04481,sym_00201,1.5477,0.5159,3,195,1
dis_04481,sym_00205,1.5477,0.5159,3,195,1
dis_04481,sym_00261,1.6191,0.5397,3,204,1
dis_04481,sym_00312,1.5237,0.5079,3,192,1
dis_04481,sym_00322,1.5237,0.5079,3,192,1
dis_04481,sym_00370,1.4922,0.4974,3,188,1
dis_04482,sym_00099,1.869,0.623,3,38,1
dis_04482,sym_00131,1.6722,0.5574,3,34,1
dis_04482,sym_00216,1.2786,0.4262,3,26,1
dis_04482,sym_00307,1.7214,0.5738,3,35,1
dis_04482,sym_00314,2.6556,0.8852,3,54,1
dis_04482,sym_00425,1.5738,0.5246,3,32,1
dis_04485,sym_00003,1.4769,0.4923,3,224,1
dis_04485,sym_00016,1.5297,0.5099,3,232,1
dis_04485,sym_00031,2.2353,0.7451,3,339,1
dis_04485,sym_00152,1.5363,0.5121,3,233,1
dis_04485,sym_00159,1.4505,0.4835,3,220,1
dis_04485,sym_00174,1.5495,0.5165,3,235,1
dis_04485,sym_00219,2.0505,0.6835,3,311,1
dis_04485,sym_00319,1.5561,0.5187,3,236,1
dis_04485,sym_00396,1.4835,0.4945,3,225,1
dis_04489,sym_00099,2.2104,0.7368,3,14,1
dis_04489,sym_00120,2.6841,0.8947,3,17,1
